customer_id,name,email,phone,address,registration_date,loyalty_status,country_code,transaction_id,amount,transaction_date,product_category,payment_method,store_location
17,Melissa Alvarado,parkjohn@example.net,+1 4118574974,"USNS Austin, FPO AP 52643",24-06-2024,Gold,AP,374,2445.23,2025-02-18 22:07:41,Home,Credit Card,Chicago
17,Melissa Alvarado,parkjohn@example.net,+1 4118574974,"USNS Austin, FPO AP 52643",24-06-2024,Gold,AP,681,4752.12,2025-05-31 10:50:45,Sports,Cash,Miami
18,Mr. Ernest Dunn,kelseybrown@example.net,+1 6875437471,"3112 Lydia Freeway Suite 927, South Susan, RI 11726",27-01-2025,Gold,RI,570,2929.47,2025-03-18 13:34:29,Beauty,Credit Card,Miami
19,David Johnson,marynelson@example.org,+680 2444392274,"992 Harris Pines Suite 049, North Marychester, PW 73177",21-02-2025,Silver,PW,4,2532.5501263157894,2025-04-30 15:26:23,Sports,Debit Card,Los Angeles
19,David Johnson,marynelson@example.org,+680 2444392274,"992 Harris Pines Suite 049, North Marychester, PW 73177",21-02-2025,Silver,PW,99,4361.19,2025-05-27 16:17:17,Electronics,Credit Card,Chicago
19,David Johnson,marynelson@example.org,+680 2444392274,"992 Harris Pines Suite 049, North Marychester, PW 73177",21-02-2025,Silver,PW,546,1600.94,2025-03-24 15:39:10,Beauty,Debit Card,Online
20,Wayne Morales,qwilliams@example.com,+1 8755593832,"15344 Hill Pike, Matthewport, FL 45434",22-02-2025,Gold,FL,291,3402.3,2025-03-24 02:17:33,Electronics,PayPal,Miami
20,Wayne Morales,qwilliams@example.com,+1 8755593832,"15344 Hill Pike, Matthewport, FL 45434",22-02-2025,Gold,FL,874,3934.82,2025-05-04 10:16:59,Sports,Credit Card,Online
21,Michael Vincent,jonesjeffrey@example.com,+1 6859354111,"455 Moore Orchard, New Richardhaven, RI 42023",13-06-2024,Silver,RI,176,4674.53,2025-02-25 15:55:18,Clothing,Credit Card,Miami
23,Marisa Martinez,zward@example.org,+1 2216091291,"5029 Wall Mountain Suite 847, New Chelseabury, IA 90393",29-03-2025,Bronze,IA,442,1908.49,2025-04-21 01:10:46,Beauty,Debit Card,Online
24,Crystal Peterson,taylorcharles@example.com,+1 4307111833,"Unit 5741 Box 1124, DPO AA 18219",07-08-2023,Bronze,AA,141,1164.89,2025-06-05 09:17:17,Clothing,Debit Card,Chicago
24,Crystal Peterson,taylorcharles@example.com,+1 4307111833,"Unit 5741 Box 1124, DPO AA 18219",07-08-2023,Bronze,AA,717,4292.9,2025-03-18 08:24:05,Home,Cash,Los Angeles
26,James Graham,chawkins@example.net,+39 9976567695,"2809 Young Squares, Lisaside, VA 53732",10-03-2024,Gold,VA,868,3378.58,2025-04-27 11:24:04,Clothing,Debit Card,Los Angeles
27,William Morrison,browningdavid@example.org,+687 4866768923,"76577 Keith Falls, West Melissashire, NC 55275",01-08-2024,Gold,NC,214,2887.52,2025-05-15 08:47:35,Clothing,Debit Card,Chicago
27,William Morrison,browningdavid@example.org,+687 4866768923,"76577 Keith Falls, West Melissashire, NC 55275",01-08-2024,Gold,NC,753,3558.59,2025-04-25 08:18:22,Electronics,PayPal,Miami
27,William Morrison,browningdavid@example.org,+687 4866768923,"76577 Keith Falls, West Melissashire, NC 55275",01-08-2024,Gold,NC,813,2468.38,2025-05-16 04:49:59,Home,PayPal,Los Angeles
28,Brandon Hall,brandonhall@example.com,+57 9741233048,"8143 Robert Cove Apt. 103, Sanchezport, CO 78231",07-04-2024,Gold,CO,210,2404.43,2025-05-11 16:03:42,Clothing,Credit Card,Chicago
30,Heather Hill,qwillis@example.com,+249 4424568115,"4339 Brown Crescent, Lambchester, SD 62832",15-12-2024,Silver,SD,946,1252.53,2025-06-01 10:04:29,Home,Cash,Miami
32,Julie Shelton,ryanpatel@example.net,+1 3071035146,"USNS Brown, FPO AP 55711",02-12-2024,Gold,AP,70,1272.21,2025-04-03 07:26:00,Sports,Debit Card,Miami
32,Julie Shelton,ryanpatel@example.net,+1 3071035146,"USNS Brown, FPO AP 55711",02-12-2024,Gold,AP,469,4664.71,2025-05-06 10:40:47,Sports,PayPal,Los Angeles
33,Erin Stephens,kyle83@example.com,+57 6494438577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",02-08-2024,Silver,CO,137,4934.62,2025-03-28 19:03:18,Electronics,Cash,Online
33,Erin Stephens,kyle83@example.com,+57 6494438577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",02-08-2024,Silver,CO,224,3477.45,2025-05-29 09:29:52,Home,Credit Card,New York
34,Christopher Powers,nsimmons@example.com,+355 3412772276,"27599 David Mews, Juliefort, AL 92098",09-06-2024,Silver,AL,456,4270.26,2025-04-21 20:03:33,Sports,PayPal,Chicago
34,Christopher Powers,nsimmons@example.com,+355 3412772276,"27599 David Mews, Juliefort, AL 92098",09-06-2024,Silver,AL,522,1037.02,2025-04-13 01:06:52,Electronics,Credit Card,Chicago
35,Rachel Lang,huntcourtney@example.org,+1 3437768211,"PSC 5662, Box 7419, APO AA 70596",13-11-2024,Silver,AA,130,3691.23,2025-01-18 18:29:24,Home,Debit Card,Online
35,Rachel Lang,huntcourtney@example.org,+1 3437768211,"PSC 5662, Box 7419, APO AA 70596",13-11-2024,Silver,AA,495,2947.59,2025-04-25 16:52:12,Clothing,Credit Card,New York
37,Jessica Hardy,cherylray@example.org,+692 2448757801,"8293 Martin Ridges Apt. 444, Lake Erikfort, MH 63270",13-08-2024,Gold,MH,204,1944.72,2025-02-03 17:50:58,Sports,Credit Card,Miami
40,Amy Gates,jesse14@example.org,+373 8721983028,"69324 Jennifer Plaza Apt. 905, Haroldview, MD 67322",24-11-2024,Gold,MD,170,3335.28,2025-05-03 06:40:34,Sports,Cash,Chicago
41,Breanna Elliott,mark59@example.net,+1 9845329433,"29664 Lauren Mountain Apt. 243, West Mary, NV 57114",19-11-2024,Silver,NV,265,2521.36,2025-05-20 05:36:38,Electronics,Cash,Miami
41,Breanna Elliott,mark59@example.net,+1 9845329433,"29664 Lauren Mountain Apt. 243, West Mary, NV 57114",19-11-2024,Silver,NV,315,4539.88,2025-04-19 02:29:56,Clothing,Debit Card,Miami
44,Travis Neal,stewartkeith@example.org,+1 1181057470,"1024 Cynthia Way, East Christina, HI 44699",13-01-2025,Bronze,HI,355,2607.5,2025-05-27 04:37:14,Clothing,Credit Card,Chicago
45,Gordon Logan,robert26@example.org,+1-671 3065497811,"8399 Christopher Cliff Suite 911, Joshuashire, GU 04822",24-06-2023,Silver,GU,683,4402.65,2025-04-03 07:27:30,Clothing,Debit Card,New York
46,Felicia Noble,taylorcatherine@example.net,+1 1289103340,"Unit 7244 Box 4360, DPO AP 11537",23-10-2023,Gold,AP,455,2156.67,2025-03-27 17:16:27,Beauty,Credit Card,Los Angeles
48,Julie Hardy,robert73@example.net,+356 4374182029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",03-12-2023,Gold,MT,20,4357.9,2025-03-27 06:31:20,Electronics,Debit Card,New York
48,Julie Hardy,robert73@example.net,+356 4374182029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",03-12-2023,Gold,MT,463,1537.01,2025-06-17 03:01:40,Clothing,Debit Card,New York
48,Julie Hardy,robert73@example.net,+356 4374182029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",03-12-2023,Gold,MT,942,2828.92,2025-03-19 06:18:15,Sports,PayPal,Online
53,Phillip Brown,yjackson@example.org,+1 9333174041,"043 Bryant Avenue, Williamsview, WA 36043",30-05-2024,Bronze,WA,180,4547.68,2025-04-26 12:07:15,Clothing,PayPal,Online
55,Travis Stephenson,laura99@example.com,+1 7731005068,"USS Barton, FPO AA 45890",27-04-2025,Bronze,AA,71,1594.86,2025-02-08 21:00:00,Electronics,Debit Card,Los Angeles
59,Melissa Long,xholden@example.com,+1 4717176496,"PSC 2039, Box 9858, APO AA 70916",23-01-2025,Silver,AA,37,1305.45,2025-06-04 00:50:59,Sports,Credit Card,New York
60,Larry Malone,paulmunoz@example.net,+62 8005335421,"49877 Flores Burg, Lake Kimberly, ID 63294",01-10-2024,Bronze,ID,859,3651.58,2025-03-01 11:49:14,Home,PayPal,Online
60,Larry Malone,paulmunoz@example.net,+62 8005335421,"49877 Flores Burg, Lake Kimberly, ID 63294",01-10-2024,Bronze,ID,918,4687.61,2025-01-21 04:28:40,Electronics,Cash,Miami
63,Jade Gallegos,amandabaker@example.org,+1 2074484418,"7482 Rhonda Mountains Suite 820, West Andrew, KS 63932",26-08-2024,Gold,KS,190,1400.65,2025-02-07 06:11:08,Clothing,Credit Card,New York
63,Jade Gallegos,amandabaker@example.org,+1 2074484418,"7482 Rhonda Mountains Suite 820, West Andrew, KS 63932",26-08-2024,Gold,KS,912,4903.78,2025-04-20 15:29:13,Beauty,Debit Card,Chicago
64,Donna Gardner,csmith@example.org,+971 9976393866,"USCGC Sutton, FPO AE 02651",01-11-2024,Silver,AE,561,1337.28,2025-03-18 18:51:40,Beauty,Credit Card,Online
65,Ashley Barrett,allenhowe@example.net,+91 7312268083,"553 Lewis Springs, South Christineborough, IN 90284",15-06-2025,Bronze,IN,476,2963.79,2025-03-29 21:13:33,Home,PayPal,New York
66,Brenda Malone,anncarroll@example.net,+49 1766474955,"9903 Rogers Mill, Lebury, DE 97051",21-08-2024,Gold,DE,241,2589.77,2025-04-01 20:06:14,Clothing,Credit Card,Chicago
66,Brenda Malone,anncarroll@example.net,+49 1766474955,"9903 Rogers Mill, Lebury, DE 97051",21-08-2024,Gold,DE,954,3953.3,2025-01-17 10:46:21,Home,Debit Card,Online
67,Amy Hogan,perry60@example.org,+1-345 8724445301,"5919 Daniel Coves Apt. 444, Williamsmouth, KY 47249",18-03-2025,Gold,KY,50,4775.53,2025-01-05 08:26:47,Electronics,Debit Card,Online
67,Amy Hogan,perry60@example.org,+1-345 8724445301,"5919 Daniel Coves Apt. 444, Williamsmouth, KY 47249",18-03-2025,Gold,KY,65,3716.87,2025-04-11 18:34:23,Electronics,Cash,Online
67,Amy Hogan,perry60@example.org,+1-345 8724445301,"5919 Daniel Coves Apt. 444, Williamsmouth, KY 47249",18-03-2025,Gold,KY,855,4168.82,2025-01-24 21:28:16,Sports,Credit Card,Online
70,Jessica Clark,ashley38@example.org,+1 8908045051,"2245 Carrillo Gardens Suite 585, East Lisashire, WI 34517",10-06-2024,Bronze,WI,930,2156.22,2025-05-05 19:04:38,Beauty,Credit Card,Chicago
76,Michelle Johnston,jscott@example.com,+373 2148743984,"1516 Jason Cliff, West Stacyfurt, MD 62389",10-05-2024,Silver,MD,43,4803.45,2025-03-14 23:35:06,Electronics,Cash,Miami
80,Jason Hodge,brownamber@example.net,+355 9255486922,"18212 Tyler Circles Apt. 059, Bruceport, AL 44586",06-07-2024,Bronze,AL,84,3686.68,2025-02-07 07:07:41,Electronics,Debit Card,Online
82,Kathy Wilson,devinvargas@example.com,+1-684 8009948107,"879 Lee Underpass Apt. 893, Bradleyfort, AS 32761",23-07-2023,Gold,AS,298,2393.97,2025-04-21 01:10:20,Sports,Debit Card,Miami
82,Kathy Wilson,devinvargas@example.com,+1-684 8009948107,"879 Lee Underpass Apt. 893, Bradleyfort, AS 32761",23-07-2023,Gold,AS,509,1592.9,2025-04-22 20:49:51,Sports,Debit Card,Chicago
82,Kathy Wilson,devinvargas@example.com,+1-684 8009948107,"879 Lee Underpass Apt. 893, Bradleyfort, AS 32761",23-07-2023,Gold,AS,860,2913.33,2025-05-09 03:54:28,Clothing,PayPal,Los Angeles
83,Hector Reyes,youngkevin@example.net,+216 3937523856,"559 Jeff Harbor, Port Molly, TN 77372",13-09-2023,Gold,TN,94,4045.33,2025-05-03 21:04:04,Sports,Cash,Chicago
83,Hector Reyes,youngkevin@example.net,+216 3937523856,"559 Jeff Harbor, Port Molly, TN 77372",13-09-2023,Gold,TN,575,1024.05,2025-05-18 04:14:30,Clothing,PayPal,New York
84,Tamara Lee,murrayjulie@example.com,+1-671 3731858370,"05734 Lester Bypass, Diamondmouth, GU 18366",14-04-2024,Gold,GU,196,2123.96,2025-04-11 09:35:41,Sports,Cash,Los Angeles
84,Tamara Lee,murrayjulie@example.com,+1-671 3731858370,"05734 Lester Bypass, Diamondmouth, GU 18366",14-04-2024,Gold,GU,404,2763.52,2025-01-16 09:07:40,Electronics,PayPal,Online
84,Tamara Lee,murrayjulie@example.com,+1-671 3731858370,"05734 Lester Bypass, Diamondmouth, GU 18366",14-04-2024,Gold,GU,933,4427.79,2025-05-24 02:38:23,Electronics,PayPal,New York
85,Joseph Potter,xhill@example.net,+216 2741436781,"801 Harrison Rue, Nicholasstad, TN 88446",27-05-2025,Bronze,TN,656,4811.74,2025-05-29 18:52:01,Electronics,Debit Card,Chicago
86,Shawn Frost,bgaines@example.net,+853 3287481050,"93770 Gabriel Harbor Suite 411, Kinghaven, MO 39887",22-01-2024,Gold,MO,929,4256.47,2025-01-18 23:25:45,Sports,Cash,Chicago
87,John Hale,lambthomas@example.org,+1 3116117366,"668 Michael Keys Apt. 506, East Rachelland, OH 75480",18-11-2023,Silver,OH,73,1220.34,2025-02-25 16:03:40,Sports,Debit Card,Miami
88,Rodney Cline,william79@example.org,+1-664 2951241265,"5978 Hopkins Highway Suite 577, Evanberg, MS 12159",11-04-2025,Gold,MS,280,3938.93,2025-02-15 07:07:57,Home,Credit Card,Miami
88,Rodney Cline,william79@example.org,+1-664 2951241265,"5978 Hopkins Highway Suite 577, Evanberg, MS 12159",11-04-2025,Gold,MS,319,1055.23,2025-04-24 03:44:38,Clothing,Debit Card,Chicago
89,Megan Black,patelchristina@example.com,+972 9962402982,"49958 Samuel Spring, New Brad, IL 86545",06-01-2024,Gold,IL,869,3235.69,2025-01-06 11:55:47,Beauty,PayPal,Los Angeles
90,Hannah Rivera,mooredanielle@example.net,+1 9313609110,"78924 Wood Estates, Tranfurt, OK 30512",31-05-2024,Bronze,OK,351,2532.5501263157894,2025-04-21 01:00:10,Clothing,Credit Card,Los Angeles
90,Hannah Rivera,mooredanielle@example.net,+1 9313609110,"78924 Wood Estates, Tranfurt, OK 30512",31-05-2024,Bronze,OK,891,4080.14,2025-01-26 17:53:57,Clothing,Cash,Miami
91,Chelsea Torres,brittney91@example.net,+1-345 9191227371,"42146 Valerie Hills Suite 077, Port Kevinbury, KY 02228",26-11-2023,Silver,KY,497,3009.06,2025-01-29 11:28:51,Electronics,PayPal,Los Angeles
92,Joseph Parks,kramertanya@example.org,+227 8765998100,"19819 Daniel Road, Vasquezburgh, NE 21885",23-06-2024,Gold,NE,223,1713.16,2025-05-07 08:47:34,Home,Credit Card,Chicago
92,Joseph Parks,kramertanya@example.org,+227 8765998100,"19819 Daniel Road, Vasquezburgh, NE 21885",23-06-2024,Gold,NE,529,1300.84,2025-05-11 11:53:30,Beauty,Credit Card,Chicago
93,Johnny Bartlett,rebecca49@example.com,+1 9674166351,"399 John Meadows Apt. 352, Allisonburgh, NV 38488",05-11-2024,Bronze,NV,508,2114.68,2025-02-21 20:59:05,Home,Credit Card,New York
95,Jacob Pratt,jacobpratt@example.com,+216 3431608040,"902 Christine Port, North Deanna, TN 03407",02-07-2024,Silver,TN,486,2885.89,2025-03-30 16:14:41,Clothing,Cash,Los Angeles
99,Sherri Moore,rodney64@example.org,+1 6969263713,"0917 Harrison Drives Apt. 886, Dawsonmouth, NY 72448",02-04-2024,Silver,NY,809,3205.34,2025-04-27 04:54:01,Sports,PayPal,Los Angeles
100,Aaron Irwin,wdavis@example.org,+1 6788162094,"4938 Natalie Coves Suite 528, Cookfurt, DC 27968",15-06-2024,Bronze,DC,119,3231.06,2025-02-17 18:59:02,Clothing,PayPal,Los Angeles
102,Larry Hill,garrettrebecca@example.org,+212 5365586198,"88672 Reyes Haven, Careyshire, MA 04184",24-02-2024,Bronze,MA,95,4979.11,2025-04-24 16:42:22,Sports,Cash,Los Angeles
102,Larry Hill,garrettrebecca@example.org,+212 5365586198,"88672 Reyes Haven, Careyshire, MA 04184",24-02-2024,Bronze,MA,399,4151.84,2025-05-21 07:52:39,Beauty,Credit Card,New York
103,Lindsey Ruiz,yortiz@example.net,+1 9068344559,"72026 Lisa Village Apt. 143, North James, NV 39337",10-03-2025,Bronze,NV,181,1274.08,2025-03-31 12:04:48,Beauty,Cash,Miami
103,Lindsey Ruiz,yortiz@example.net,+1 9068344559,"72026 Lisa Village Apt. 143, North James, NV 39337",10-03-2025,Bronze,NV,305,4259.69,2025-01-25 23:27:47,Sports,PayPal,Miami
104,Jacob Williams,jacobwilliams@example.com,+971 9559923670,"Unit 8694 Box 6181, DPO AE 32297",10-07-2024,Silver,AE,838,3736.19,2025-03-30 16:29:43,Home,Debit Card,Miami
106,Edward Williams,gjordan@example.com,+1 8548059444,"PSC 7243, Box 5927, APO AP 54983",18-04-2024,Bronze,AP,134,4710.53,2025-01-05 23:59:19,Home,Cash,New York
106,Edward Williams,gjordan@example.com,+1 8548059444,"PSC 7243, Box 5927, APO AP 54983",18-04-2024,Bronze,AP,599,2605.77,2025-01-01 05:37:32,Sports,Debit Card,New York
106,Edward Williams,gjordan@example.com,+1 8548059444,"PSC 7243, Box 5927, APO AP 54983",18-04-2024,Bronze,AP,712,1122.41,2025-04-20 15:12:26,Clothing,Cash,Chicago
109,Ana Singleton,butlerkrystal@example.org,+994 7948603725,"9241 Chung Route, New Jamie, AZ 11340",31-03-2024,Silver,AZ,865,3906.21,2025-03-30 06:54:09,Electronics,Credit Card,Los Angeles
112,Mary Mccarthy,wongjacqueline@example.com,+1 3838211821,"3169 Smith Isle Apt. 669, Barbarabury, NY 47935",24-04-2025,Silver,NY,569,1382.18,2025-01-01 15:07:47,Beauty,Credit Card,Online
117,Mathew Adams,spowell@example.net,+1 9062239284,"1614 Joseph Ports Apt. 164, Richfurt, WY 68019",28-11-2024,Gold,WY,346,1524.04,2025-01-04 21:56:57,Sports,Cash,Online
117,Mathew Adams,spowell@example.net,+1 9062239284,"1614 Joseph Ports Apt. 164, Richfurt, WY 68019",28-11-2024,Gold,WY,902,1657.23,2025-02-15 01:29:38,Sports,Cash,New York
118,Kelli King,danielmunoz@example.net,+212 7171937262,"244 Charles Greens, Lewisside, MA 77720",19-03-2025,Bronze,MA,233,4304.25,2025-04-15 07:45:33,Beauty,Debit Card,Online
120,Gina Whitaker,lneal@example.org,+971 2257868008,"USNV Freeman, FPO AE 36441",04-04-2025,Bronze,AE,347,3656.06,2025-03-14 04:00:05,Sports,Debit Card,Chicago
120,Gina Whitaker,lneal@example.org,+971 2257868008,"USNV Freeman, FPO AE 36441",04-04-2025,Bronze,AE,957,1538.84,2025-05-28 22:50:31,Home,Debit Card,New York
121,Mark Williams,nnelson@example.org,+1 8849956131,"Unit 2752 Box 0172, DPO AP 69085",18-05-2025,Silver,AP,353,2532.5501263157894,2025-03-13 17:36:15,Home,PayPal,New York
123,Courtney Best,kimberlyfoster@example.com,+1-284 4342752937,"14979 Grace Vista Apt. 198, Muellerhaven, VI 36472",19-09-2024,Bronze,VI,53,2158.73,2025-05-17 05:13:37,Home,Debit Card,Online
123,Courtney Best,kimberlyfoster@example.com,+1-284 4342752937,"14979 Grace Vista Apt. 198, Muellerhaven, VI 36472",19-09-2024,Bronze,VI,856,3476.24,2025-03-13 03:48:53,Sports,Credit Card,New York
125,Chloe Hernandez,kathy77@example.org,+1 9302015356,"732 Joseph Run, Port Lisa, NY 99367",26-03-2025,Bronze,NY,757,2101.8,2025-04-13 06:26:53,Beauty,PayPal,Chicago
126,Sharon Alexander,huffgina@example.org,+355 3521886477,"384 Victor Shores Suite 564, Richardfurt, AL 34767",04-12-2024,Gold,AL,581,2970.34,2025-05-18 06:06:27,Home,Credit Card,Chicago
127,Kevin Lee,michael46@example.org,+1 3202635435,"62068 Sabrina Station, Alexanderfort, NY 53764",04-04-2024,Gold,NY,158,1493.13,2025-03-17 07:44:42,Beauty,Debit Card,New York
128,Taylor Randall,evansjohn@example.org,+971 1601099195,"PSC 8994, Box 2730, APO AE 49954",23-03-2025,Silver,AE,523,2532.5501263157894,2025-05-13 07:41:56,Sports,Debit Card,Online
128,Taylor Randall,evansjohn@example.org,+971 1601099195,"PSC 8994, Box 2730, APO AE 49954",23-03-2025,Silver,AE,614,3002.86,2025-03-20 14:18:05,Beauty,Cash,New York
129,Nathan Pearson,williamsjoel@example.org,+216 3555442945,"47087 Douglas Ports, Austinchester, TN 99409",08-09-2023,Bronze,TN,103,3977.43,2025-06-11 22:59:22,Beauty,Cash,Chicago
129,Nathan Pearson,williamsjoel@example.org,+216 3555442945,"47087 Douglas Ports, Austinchester, TN 99409",08-09-2023,Bronze,TN,876,1812.25,2025-01-26 13:26:22,Beauty,Credit Card,New York
131,Richard Robinson,rebeccaanderson@example.com,+1 6028932976,"9264 Cheryl Village, Waynechester, CT 55686",12-02-2024,Silver,CT,156,3292.45,2025-05-13 10:00:42,Home,Credit Card,Online
131,Richard Robinson,rebeccaanderson@example.com,+1 6028932976,"9264 Cheryl Village, Waynechester, CT 55686",12-02-2024,Silver,CT,674,1468.74,2025-05-12 03:59:32,Clothing,Cash,Chicago
135,Alexandra Clements,pcruz@example.org,+1 4288168163,"60614 Morton Fields, Stephanieview, OH 80343",09-09-2024,Gold,OH,348,1523.16,2025-03-01 23:36:19,Home,PayPal,Los Angeles
137,Samuel Carter,linda41@example.net,+248 6809359790,"77364 Taylor Drives, Marytown, SC 10892",25-05-2025,Bronze,SC,316,4413.2,2025-03-12 05:23:54,Home,PayPal,Chicago
137,Samuel Carter,linda41@example.net,+248 6809359790,"77364 Taylor Drives, Marytown, SC 10892",25-05-2025,Bronze,SC,714,3087.44,2025-02-20 05:49:18,Beauty,Cash,Los Angeles
138,Thomas Wheeler,jessicasolis@example.org,+1 5591003160,"512 Hunter Ridge Apt. 080, Matthewborough, FL 26669",12-08-2023,Bronze,FL,777,1402.77,2025-06-01 00:30:40,Sports,PayPal,New York
140,Peggy Clark,qperry@example.net,+1 4872022576,"Unit 0121 Box 8121, DPO AP 20083",07-01-2025,Bronze,AP,746,2495.65,2025-03-19 05:49:03,Clothing,Cash,Los Angeles
142,Lisa Morales,torresgeorge@example.net,+507 9154113216,"529 Day Ridges Suite 876, North Christopherville, PA 59897",27-10-2023,Gold,PA,278,1365.73,2025-05-02 21:40:12,Beauty,Credit Card,Miami
145,Christopher Gonzalez,richardslisa@example.net,+692 8279415590,"237 Sergio Rue, Jessicamouth, MH 27674",29-11-2024,Gold,MH,810,4549.12,2025-05-29 05:20:05,Sports,Credit Card,Miami
147,Elizabeth Phillips,dana59@example.org,+1 9288382181,"65742 Schwartz Crossing Suite 318, Jesusshire, ND 01878",22-10-2023,Silver,ND,358,2532.5501263157894,2025-02-05 10:02:32,Beauty,Cash,Los Angeles
147,Elizabeth Phillips,dana59@example.org,+1 9288382181,"65742 Schwartz Crossing Suite 318, Jesusshire, ND 01878",22-10-2023,Silver,ND,584,3063.81,2025-05-31 04:39:23,Electronics,Debit Card,Los Angeles
148,Jason Bautista,rodney43@example.org,+91 6512505850,"6042 Samuel Field Suite 767, Andersonview, IN 36249",12-05-2024,Gold,IN,381,2443.12,2025-02-23 05:00:19,Electronics,PayPal,Miami
150,Pamela Juarez,underwoodjackie@example.net,+971 7791432359,"USNS Wolf, FPO AE 65625",19-02-2024,Gold,AE,418,2459.28,2025-03-15 05:30:03,Electronics,PayPal,Los Angeles
151,Beth Martinez,christopher84@example.com,+1 1508065883,"PSC 3709, Box 0367, APO AP 04860",15-05-2024,Bronze,AP,488,2532.5501263157894,2025-03-11 11:16:47,Electronics,Debit Card,Chicago
152,Jennifer Warren,susan83@example.com,+1 8754614208,"10934 Corey Villages Apt. 352, Stricklandside, TX 66861",24-05-2024,Silver,TX,153,1667.64,2025-06-17 00:20:54,Sports,Debit Card,New York
152,Jennifer Warren,susan83@example.com,+1 8754614208,"10934 Corey Villages Apt. 352, Stricklandside, TX 66861",24-05-2024,Silver,TX,785,3001.62,2025-05-17 01:48:27,Electronics,PayPal,Miami
153,Ashley Jacobs,lcharles@example.org,+1 3003999084,"3544 Garcia Glen Apt. 995, Holmesbury, DC 95497",18-06-2024,Bronze,DC,86,4077.96,2025-04-03 16:48:51,Sports,Debit Card,Miami
154,Patrick Coffey,alison41@example.com,+91 7531692003,"121 Sarah Road, North Daniel, IN 41716",30-06-2024,Gold,IN,695,2468.45,2025-01-21 00:56:05,Clothing,Credit Card,Los Angeles
155,James Levine,carterricky@example.net,+1 2289959484,"8485 Clark Via Suite 324, Jeffersonborough, FL 17968",08-03-2025,Gold,FL,639,1328.84,2025-03-11 22:19:29,Home,Credit Card,Online
156,Kenneth Hoffman,philipryan@example.org,+57 7828647176,"951 Laura Walks Apt. 936, West Jack, CO 95090",26-09-2024,Gold,CO,847,2475.38,2025-05-05 10:24:41,Home,Debit Card,Los Angeles
158,Luis Savage,richard43@example.com,+373 8021044959,"699 Sarah Squares, Burgessshire, MD 15113",15-04-2025,Silver,MD,647,2532.5501263157894,2025-02-22 21:29:54,Home,Debit Card,Online
158,Luis Savage,richard43@example.com,+373 8021044959,"699 Sarah Squares, Burgessshire, MD 15113",15-04-2025,Silver,MD,821,1300.79,2025-03-16 05:53:21,Sports,Cash,Miami
160,Melissa Moore,aaron26@example.org,+54 2128992318,"1674 Ramos Orchard Suite 118, Prattchester, AR 35457",26-01-2024,Bronze,AR,743,2532.5501263157894,2025-05-28 19:55:45,Sports,Debit Card,Los Angeles
161,Mary Barron,bassstanley@example.net,+1 3235999308,"4605 Moore Island, Julieville, TX 39650",15-09-2024,Silver,TX,339,3348.88,2025-05-15 01:36:20,Home,Cash,Chicago
